flight_id,timestamp_min,battery_soc_pct,altitude_ft,payload_lbs,ambient_temp_c,ticket_revenue,firmware_version,is_alert,phase
FL-00001,20,68.12833333333333,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,21,66.72833333333332,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,22,65.32833333333333,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,23,63.92833333333333,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,24,62.52833333333333,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,25,61.126,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,26,59.725,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,27,58.325,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,28,56.925,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,29,55.525,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,30,54.125,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,31,52.725,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,32,51.32333333333334,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,33,49.92166666666667,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,34,48.52166666666667,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,35,47.12166666666667,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,36,45.72166666666667,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,37,44.32166666666667,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,38,42.92166666666667,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,39,41.520833333333336,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,40,40.11833333333333,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,41,38.718333333333334,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,42,37.318333333333335,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,43,35.91833333333333,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,44,34.51833333333333,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,45,33.11833333333333,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,46,31.71833333333333,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,47,30.315,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,48,28.915000000000003,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,49,27.515,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,50,26.115000000000002,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,51,24.715,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,52,23.315,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,53,21.915000000000003,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,False,CRUISE
FL-00001,54,20.512333333333334,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,CRUISE
FL-00001,55,19.111666666666668,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,CRUISE
FL-00001,56,17.711666666666666,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,CRUISE
FL-00001,57,16.311666666666667,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,CRUISE
FL-00001,58,14.911666666666667,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,CRUISE
FL-00001,59,13.511666666666667,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,CRUISE
FL-00001,60,12.111666666666668,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,CRUISE
FL-00001,61,10.709833333333334,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,CRUISE
FL-00001,62,9.308333333333334,15000.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,CRUISE
FL-00001,63,8.045,14714.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,CRUISE
FL-00001,64,7.213333333333334,13471.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,LANDING
FL-00001,65,6.413333333333333,12151.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,LANDING
FL-00001,66,5.613333333333333,10831.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,LANDING
FL-00001,67,4.8133333333333335,9511.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,LANDING
FL-00001,68,4.012333333333333,8191.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,LANDING
FL-00001,69,3.21,6871.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,LANDING
FL-00001,70,2.4099999999999997,5551.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,LANDING
FL-00001,71,1.6099999999999999,4231.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,LANDING
FL-00001,72,0.81,2911.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,LANDING
FL-00001,73,0.196875,1899.0,1249.080237694725,-3.4285407156632877,3122.7005942368123,v2.1,True,LANDING
FL-00002,0,99.08500000000001,982.35,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CLIMB
FL-00002,1,97.28500000000001,2980.35,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CLIMB
FL-00002,2,95.485,4978.35,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CLIMB
FL-00002,3,93.685,6976.35,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CLIMB
FL-00002,4,91.885,8974.35,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CLIMB
FL-00002,5,90.08983333333335,10972.35,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CLIMB
FL-00002,6,88.295,12970.35,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CLIMB
FL-00002,7,86.54783333333333,14734.425,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CLIMB
FL-00002,8,85.11616666666667,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,9,83.73716666666665,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,10,82.35799999999999,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,11,80.979,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,12,79.59983333333334,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,13,78.22083333333333,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,14,76.84166666666667,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,15,75.4625,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,16,74.0835,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,17,72.70433333333334,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,18,71.32516666666668,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,19,69.946,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,20,68.56700000000001,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,21,67.188,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,22,65.80883333333334,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,23,64.42983333333333,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,24,63.05083333333334,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,25,61.67166666666667,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,26,60.292500000000004,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,27,58.9135,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,28,57.53433333333333,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,29,56.155166666666666,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,30,54.775999999999996,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,31,53.397000000000006,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,32,52.018,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,33,50.63883333333333,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,34,49.25966666666667,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,35,47.88066666666667,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,36,46.5015,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,37,45.12233333333334,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,38,43.743500000000004,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,39,42.364333333333335,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,40,40.98516666666667,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,41,39.606,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,42,38.227,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,43,36.848,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,44,35.468833333333336,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,45,34.089666666666666,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,46,32.71066666666667,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,47,31.331500000000002,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,48,29.952333333333335,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,49,28.573333333333334,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,50,27.194166666666668,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,51,25.815,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,52,24.436,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,53,23.057000000000002,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,54,21.678,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,False,CRUISE
FL-00002,55,20.298833333333334,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,CRUISE
FL-00002,56,18.919666666666668,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,CRUISE
FL-00002,57,17.540666666666667,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,CRUISE
FL-00002,58,16.1615,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,CRUISE
FL-00002,59,14.782333333333334,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,CRUISE
FL-00002,60,13.403333333333334,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,CRUISE
FL-00002,61,12.024166666666668,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,CRUISE
FL-00002,62,10.645000000000001,15000.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,CRUISE
FL-00002,63,9.402666666666667,14714.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,CRUISE
FL-00002,64,8.591833333333334,13471.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00002,65,7.812833333333333,12151.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00002,66,7.033666666666666,10831.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00002,67,6.254499999999999,9511.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00002,68,5.475666666666667,8191.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00002,69,4.6965,6871.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00002,70,3.917333333333333,5551.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00002,71,3.1383333333333336,4231.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00002,72,2.359166666666667,2911.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00002,73,1.5799999999999998,1591.0,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00002,74,0.801,328.3,2401.4286128198323,26.82052056318902,6003.571532049581,v2.2,True,LANDING
FL-00003,0,99.07433333333333,982.35,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CLIMB
FL-00003,1,97.253,2980.35,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CLIMB
FL-00003,2,95.43166666666666,4978.35,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CLIMB
FL-00003,3,93.61,6976.35,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CLIMB
FL-00003,4,91.78833333333334,8974.35,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CLIMB
FL-00003,5,89.967,10972.35,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CLIMB
FL-00003,6,88.146,12970.35,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CLIMB
FL-00003,7,86.37916666666666,14734.425,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CLIMB
FL-00003,8,84.92666666666668,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,9,83.525,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,10,82.12466666666666,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,11,80.72166666666666,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,12,79.32166666666667,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,13,77.9195,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,14,76.51833333333335,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,15,75.11766666666668,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,16,73.71499999999999,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,17,72.315,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,18,70.91233333333334,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,19,69.51166666666667,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,20,68.1105,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,21,66.70833333333333,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,22,65.30833333333334,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,23,63.90533333333334,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,24,62.505,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,25,61.10333333333333,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,26,59.70166666666667,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,27,58.301500000000004,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,28,56.89833333333333,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,29,55.498333333333335,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,30,54.09633333333333,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,31,52.695,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,32,51.294333333333334,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,33,49.891666666666666,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,34,48.49166666666667,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,35,47.089166666666664,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,36,45.68833333333334,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,37,44.287166666666664,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,38,42.885,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,39,41.485,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,40,40.08183333333333,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,41,38.681666666666665,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,42,37.28,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,43,35.87833333333333,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,44,34.47816666666667,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,45,33.075,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,46,31.675,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,47,30.272833333333335,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,48,28.871666666666666,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,49,27.471,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,50,26.06833333333333,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,51,24.668333333333333,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,52,23.265833333333333,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,53,21.865000000000002,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,False,CRUISE
FL-00003,54,20.463833333333334,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,CRUISE
FL-00003,55,19.061666666666667,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,CRUISE
FL-00003,56,17.66166666666667,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,CRUISE
FL-00003,57,16.258666666666667,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,CRUISE
FL-00003,58,14.858333333333333,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,CRUISE
FL-00003,59,13.456833333333332,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,CRUISE
FL-00003,60,12.055,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,CRUISE
FL-00003,61,10.654833333333332,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,CRUISE
FL-00003,62,9.251666666666667,15000.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,CRUISE
FL-00003,63,7.988333333333333,14714.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,CRUISE
FL-00003,64,7.1546666666666665,13471.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,LANDING
FL-00003,65,6.3533333333333335,12151.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,LANDING
FL-00003,66,5.552833333333334,10831.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,LANDING
FL-00003,67,4.75,9511.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,LANDING
FL-00003,68,3.95,8191.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,LANDING
FL-00003,69,3.1475,6871.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,LANDING
FL-00003,70,2.3466666666666667,5551.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,LANDING
FL-00003,71,1.5456666666666665,4231.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,LANDING
FL-00003,72,0.7433333333333334,2911.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,LANDING
FL-00003,73,0.1637037037037037,1954.0,1963.9878836228104,10.717799053816334,4909.969709057025,v2.1,True,LANDING
FL-00004,0,99.11999999999999,982.35,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CLIMB
FL-00004,1,97.38883333333334,2980.35,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CLIMB
FL-00004,2,95.65783333333334,4978.35,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CLIMB
FL-00004,3,93.92666666666668,6976.35,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CLIMB
FL-00004,4,92.1955,8974.35,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CLIMB
FL-00004,5,90.4645,10972.35,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CLIMB
FL-00004,6,88.7335,12970.35,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CLIMB
FL-00004,7,87.05633333333334,14734.425,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CLIMB
FL-00004,8,85.69466666666668,15000.0,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CRUISE
FL-00004,9,84.3835,15000.0,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CRUISE
FL-00004,10,83.0725,15000.0,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CRUISE
FL-00004,11,81.76133333333334,15000.0,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CRUISE
FL-00004,12,80.45016666666668,15000.0,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CRUISE
FL-00004,13,79.139,15000.0,1697.3169683940732,20.42853455823514,4243.292420985183,v2.1,False,CRUISE
